date,ltp,change_in_ltp,roc_oi,roc_volume,roc_iv,coi_vol_ratio,spot_price,symbol
2026-01-30 09:15:00+05:30,239.2,0.0,0.0,0.0,0.0,0.0,25259.3,NIFTY 25200 CE 03 FEB 26
2026-01-30 09:15:00+05:30,161.25,0.0,0.0,0.0,0.0,0.0,25259.3,NIFTY 25200 PE 03 FEB 26
2026-01-30 09:15:00+05:30,211.1,0.0,0.0,0.0,0.0,0.0,25259.3,NIFTY 25250 CE 03 FEB 26
2026-01-30 09:15:00+05:30,183.3,0.0,0.0,0.0,0.0,0.0,25259.3,NIFTY 25250 PE 03 FEB 26
2026-01-30 09:15:00+05:30,185.1,0.0,0.0,0.0,0.0,0.0,25259.3,NIFTY 25300 CE 03 FEB 26
2026-01-30 09:15:00+05:30,206.95,0.0,0.0,0.0,0.0,0.0,25259.3,NIFTY 25300 PE 03 FEB 26
2026-01-30 09:15:00+05:30,160.9,0.0,0.0,0.0,0.0,0.0,25259.3,NIFTY 25350 CE 03 FEB 26
2026-01-30 09:15:00+05:30,233.25,0.0,0.0,0.0,0.0,0.0,25259.3,NIFTY 25350 PE 03 FEB 26
2026-01-30 09:15:00+05:30,139.7,0.0,0.0,0.0,0.0,0.0,25259.3,NIFTY 25400 CE 03 FEB 26
2026-01-30 09:15:00+05:30,262.3,0.0,0.0,0.0,0.0,0.0,25259.3,NIFTY 25400 PE 03 FEB 26
2026-01-30 09:20:00+05:30,224.85,-14.349999999999994,30.27,-23.68,-1.42,0.2995,25238.85,NIFTY 25200 CE 03 FEB 26
2026-01-30 09:20:00+05:30,173.0,11.75,7.69,-22.98,1.5,0.054,25238.85,NIFTY 25200 PE 03 FEB 26
2026-01-30 09:20:00+05:30,198.25,-12.849999999999994,32.15,-25.06,-1.08,0.1747,25238.85,NIFTY 25250 CE 03 FEB 26
2026-01-30 09:20:00+05:30,195.75,12.449999999999989,14.17,-25.49,1.4,0.0746,25238.85,NIFTY 25250 PE 03 FEB 26
2026-01-30 09:20:00+05:30,173.55,-11.549999999999983,35.27,-39.36,-0.8,0.3499,25238.85,NIFTY 25300 CE 03 FEB 26
2026-01-30 09:20:00+05:30,221.7,14.75,7.7,-40.14,2.16,0.0658,25238.85,NIFTY 25300 PE 03 FEB 26
2026-01-30 09:20:00+05:30,151.25,-9.650000000000006,16.25,-38.08,-0.23,0.1445,25238.85,NIFTY 25350 CE 03 FEB 26
2026-01-30 09:20:00+05:30,248.75,15.5,2.71,-52.28,2.17,0.0294,25238.85,NIFTY 25350 PE 03 FEB 26
2026-01-30 09:20:00+05:30,131.35,-8.349999999999994,8.02,-43.67,0.0,0.1058,25238.85,NIFTY 25400 CE 03 FEB 26
2026-01-30 09:20:00+05:30,278.95,16.649999999999977,-3.0,-56.75,2.38,-0.0548,25238.85,NIFTY 25400 PE 03 FEB 26
2026-01-30 09:25:00+05:30,229.3,4.450000000000017,1.9,4.86,1.5,0.0234,25242.0,NIFTY 25200 CE 03 FEB 26
2026-01-30 09:25:00+05:30,169.4,-3.5999999999999943,9.06,-7.95,-1.06,0.0743,25242.0,NIFTY 25200 PE 03 FEB 26
