date,ltp,change_in_ltp,roc_oi,roc_volume,roc_iv,coi_vol_ratio,spot_price,symbol
2026-02-18 09:15:00+05:30,168.85,0.0,0.0,0.0,0.0,0.0,25742.05,NIFTY 25700 CE 24 FEB 26
2026-02-18 09:15:00+05:30,113.2,0.0,0.0,0.0,0.0,0.0,25742.05,NIFTY 25700 PE 24 FEB 26
2026-02-18 09:15:00+05:30,140.5,0.0,0.0,0.0,0.0,0.0,25742.05,NIFTY 25750 CE 24 FEB 26
2026-02-18 09:15:00+05:30,134.45,0.0,0.0,0.0,0.0,0.0,25742.05,NIFTY 25750 PE 24 FEB 26
2026-02-18 09:15:00+05:30,115.85,0.0,0.0,0.0,0.0,0.0,25742.05,NIFTY 25800 CE 24 FEB 26
2026-02-18 09:15:00+05:30,160.1,0.0,0.0,0.0,0.0,0.0,25742.05,NIFTY 25800 PE 24 FEB 26
2026-02-18 09:15:00+05:30,94.3,0.0,0.0,0.0,0.0,0.0,25742.05,NIFTY 25850 CE 24 FEB 26
2026-02-18 09:15:00+05:30,188.2,0.0,0.0,0.0,0.0,0.0,25742.05,NIFTY 25850 PE 24 FEB 26
2026-02-18 09:15:00+05:30,75.85,0.0,0.0,0.0,0.0,0.0,25742.05,NIFTY 25900 CE 24 FEB 26
2026-02-18 09:15:00+05:30,220.0,0.0,0.0,0.0,0.0,0.0,25742.05,NIFTY 25900 PE 24 FEB 26
2026-02-18 09:20:00+05:30,146.95,-21.900000000000006,15.4,-27.45,0.22,0.1939,25704.5,NIFTY 25700 CE 24 FEB 26
2026-02-18 09:20:00+05:30,128.3,15.100000000000009,10.26,-15.23,-0.62,0.099,25704.5,NIFTY 25700 PE 24 FEB 26
2026-02-18 09:20:00+05:30,121.1,-19.400000000000006,24.42,-28.75,0.33,0.1909,25704.5,NIFTY 25750 CE 24 FEB 26
2026-02-18 09:20:00+05:30,152.6,18.150000000000006,16.72,-13.57,0.09,0.1014,25704.5,NIFTY 25750 PE 24 FEB 26
2026-02-18 09:20:00+05:30,98.85,-17.0,24.61,-30.38,0.33,0.325,25704.5,NIFTY 25800 CE 24 FEB 26
2026-02-18 09:20:00+05:30,180.75,20.650000000000006,9.53,-14.28,0.53,0.1226,25704.5,NIFTY 25800 PE 24 FEB 26
2026-02-18 09:20:00+05:30,79.65,-14.649999999999991,14.72,-30.72,0.33,0.1478,25704.5,NIFTY 25850 CE 24 FEB 26
2026-02-18 09:20:00+05:30,211.35,23.150000000000006,10.62,-33.84,0.87,0.1069,25704.5,NIFTY 25850 PE 24 FEB 26
2026-02-18 09:20:00+05:30,63.75,-12.099999999999994,18.52,-39.39,0.65,0.3241,25704.5,NIFTY 25900 CE 24 FEB 26
2026-02-18 09:20:00+05:30,245.8,25.80000000000001,5.2,-16.3,1.46,0.1212,25704.5,NIFTY 25900 PE 24 FEB 26
2026-02-18 09:25:00+05:30,156.7,9.75,20.42,33.84,-3.54,0.2216,25728.5,NIFTY 25700 CE 24 FEB 26
2026-02-18 09:25:00+05:30,116.2,-12.100000000000009,16.21,4.38,-1.15,0.1652,25728.5,NIFTY 25700 PE 24 FEB 26
2026-02-18 09:25:00+05:30,129.75,8.650000000000006,20.58,6.82,-3.09,0.1874,25728.5,NIFTY 25750 CE 24 FEB 26
2026-02-18 09:25:00+05:30,139.4,-13.199999999999989,14.67,-9.69,-0.97,0.115,25728.5,NIFTY 25750 PE 24 FEB 26
2026-02-18 09:25:00+05:30,106.0,7.150000000000006,3.89,-3.91,-3.06,0.0665,25728.5,NIFTY 25800 CE 24 FEB 26
2026-02-18 09:25:00+05:30,165.75,-15.0,4.52,1.93,-1.4,0.0625,25728.5,NIFTY 25800 PE 24 FEB 26
2026-02-18 09:25:00+05:30,85.4,5.75,20.95,-4.44,-3.04,0.2526,25728.5,NIFTY 25850 CE 24 FEB 26
2026-02-18 09:25:00+05:30,194.85,-16.5,13.13,-4.56,-1.56,0.1533,25728.5,NIFTY 25850 PE 24 FEB 26
2026-02-18 09:25:00+05:30,68.5,4.75,3.2,0.08,-2.8,0.0664,25728.5,NIFTY 25900 CE 24 FEB 26
2026-02-18 09:25:00+05:30,228.2,-17.600000000000023,4.87,18.59,-1.53,0.1006,25728.5,NIFTY 25900 PE 24 FEB 26
2026-02-18 09:30:00+05:30,159.25,2.5500000000000114,9.17,-19.55,0.8,0.1489,25731.45,NIFTY 25700 CE 24 FEB 26
2026-02-18 09:30:00+05:30,113.35,-2.8500000000000085,11.36,-18.22,-1.08,0.1645,25731.45,NIFTY 25700 PE 24 FEB 26
2026-02-18 09:30:00+05:30,131.3,1.5500000000000114,11.24,-22.37,0.11,0.159,25731.45,NIFTY 25750 CE 24 FEB 26
2026-02-18 09:30:00+05:30,136.0,-3.4000000000000057,8.51,-23.97,-1.34,0.1006,25731.45,NIFTY 25750 PE 24 FEB 26
2026-02-18 09:30:00+05:30,107.45,1.4500000000000028,8.88,-18.31,0.11,0.1934,25731.45,NIFTY 25800 CE 24 FEB 26
2026-02-18 09:30:00+05:30,161.55,-4.199999999999989,5.73,-22.16,-1.68,0.1063,25731.45,NIFTY 25800 PE 24 FEB 26
2026-02-18 09:30:00+05:30,86.7,1.2999999999999972,9.47,-12.44,0.22,0.1576,25731.45,NIFTY 25850 CE 24 FEB 26
2026-02-18 09:30:00+05:30,190.75,-4.099999999999994,6.95,-8.69,-1.58,0.1005,25731.45,NIFTY 25850 PE 24 FEB 26
2026-02-18 09:30:00+05:30,69.2,0.7000000000000028,6.59,-23.23,-0.22,0.1837,25731.45,NIFTY 25900 CE 24 FEB 26
2026-02-18 09:30:00+05:30,222.05,-6.149999999999977,6.46,-15.12,-2.93,0.1649,25731.45,NIFTY 25900 PE 24 FEB 26
2026-02-18 09:35:00+05:30,161.3,2.0500000000000114,2.0,-4.2,-1.25,0.0371,25737.15,NIFTY 25700 CE 24 FEB 26
2026-02-18 09:35:00+05:30,109.9,-3.4499999999999886,2.41,-33.25,-0.73,0.0582,25737.15,NIFTY 25700 PE 24 FEB 26
