date,ltp,change_in_ltp,roc_oi,roc_volume,roc_iv,coi_vol_ratio,spot_price,symbol
2026-02-11 09:15:00+05:30,239.55,0.0,0.0,0.0,0.0,0.0,25985.0,NIFTY 25850 CE 17 FEB 26
2026-02-11 09:15:00+05:30,61.0,0.0,0.0,0.0,0.0,0.0,25985.0,NIFTY 25850 PE 17 FEB 26
2026-02-11 09:15:00+05:30,203.55,0.0,0.0,0.0,0.0,0.0,25985.0,NIFTY 25900 CE 17 FEB 26
2026-02-11 09:15:00+05:30,74.85,0.0,0.0,0.0,0.0,0.0,25985.0,NIFTY 25900 PE 17 FEB 26
2026-02-11 09:15:00+05:30,170.2,0.0,0.0,0.0,0.0,0.0,25985.0,NIFTY 25950 CE 17 FEB 26
2026-02-11 09:15:00+05:30,91.65,0.0,0.0,0.0,0.0,0.0,25985.0,NIFTY 25950 PE 17 FEB 26
2026-02-11 09:15:00+05:30,140.2,0.0,0.0,0.0,0.0,0.0,25985.0,NIFTY 26000 CE 17 FEB 26
2026-02-11 09:15:00+05:30,111.75,0.0,0.0,0.0,0.0,0.0,25985.0,NIFTY 26000 PE 17 FEB 26
2026-02-11 09:15:00+05:30,113.5,0.0,0.0,0.0,0.0,0.0,25985.0,NIFTY 26050 CE 17 FEB 26
2026-02-11 09:15:00+05:30,135.3,0.0,0.0,0.0,0.0,0.0,25985.0,NIFTY 26050 PE 17 FEB 26
2026-02-11 09:20:00+05:30,234.5,-5.050000000000011,6.31,-59.4,-1.76,0.1642,25980.7,NIFTY 25850 CE 17 FEB 26
2026-02-11 09:20:00+05:30,62.35,1.3500000000000014,6.46,-53.65,0.1,0.1166,25980.7,NIFTY 25850 PE 17 FEB 26
2026-02-11 09:20:00+05:30,198.75,-4.800000000000011,7.03,-61.8,-1.68,0.1411,25980.7,NIFTY 25900 CE 17 FEB 26
2026-02-11 09:20:00+05:30,76.6,1.75,12.3,-51.69,0.31,0.2224,25980.7,NIFTY 25900 PE 17 FEB 26
2026-02-11 09:20:00+05:30,165.9,-4.299999999999983,27.34,-51.49,-1.29,0.2914,25980.7,NIFTY 25950 CE 17 FEB 26
2026-02-11 09:20:00+05:30,94.0,2.3499999999999943,13.21,-30.85,0.53,0.1305,25980.7,NIFTY 25950 PE 17 FEB 26
2026-02-11 09:20:00+05:30,135.9,-4.299999999999983,15.28,-52.0,-1.52,0.1901,25980.7,NIFTY 26000 CE 17 FEB 26
