date,ltp,change_in_ltp,roc_oi,roc_volume,roc_iv,coi_vol_ratio,spot_price,symbol
2026-02-10 09:15:00+05:30,94.0,0.0,0.0,0.0,0.0,0.0,25918.05,NIFTY 25850 CE 10 FEB 26
2026-02-10 09:15:00+05:30,24.05,0.0,0.0,0.0,0.0,0.0,25918.05,NIFTY 25850 PE 10 FEB 26
2026-02-10 09:15:00+05:30,60.55,0.0,0.0,0.0,0.0,0.0,25918.05,NIFTY 25900 CE 10 FEB 26
2026-02-10 09:15:00+05:30,40.5,0.0,0.0,0.0,0.0,0.0,25918.05,NIFTY 25900 PE 10 FEB 26
2026-02-10 09:15:00+05:30,35.85,0.0,0.0,0.0,0.0,0.0,25918.05,NIFTY 25950 CE 10 FEB 26
2026-02-10 09:15:00+05:30,66.35,0.0,0.0,0.0,0.0,0.0,25918.05,NIFTY 25950 PE 10 FEB 26
2026-02-10 09:15:00+05:30,20.45,0.0,0.0,0.0,0.0,0.0,25918.05,NIFTY 26000 CE 10 FEB 26
2026-02-10 09:15:00+05:30,100.85,0.0,0.0,0.0,0.0,0.0,25918.05,NIFTY 26000 PE 10 FEB 26
2026-02-10 09:15:00+05:30,10.7,0.0,0.0,0.0,0.0,0.0,25918.05,NIFTY 26050 CE 10 FEB 26
2026-02-10 09:15:00+05:30,141.6,0.0,0.0,0.0,0.0,0.0,25918.05,NIFTY 26050 PE 10 FEB 26
2026-02-10 09:20:00+05:30,88.3,-5.700000000000003,27.08,-28.77,-8.21,0.1646,25915.55,NIFTY 25850 CE 10 FEB 26
2026-02-10 09:20:00+05:30,23.3,-0.75,22.54,-15.29,-2.72,0.1463,25915.55,NIFTY 25850 PE 10 FEB 26
2026-02-10 09:20:00+05:30,55.2,-5.349999999999994,50.3,-22.93,-7.35,0.2495,25915.55,NIFTY 25900 CE 10 FEB 26
2026-02-10 09:20:00+05:30,40.25,-0.25,28.1,8.52,-2.05,0.1149,25915.55,NIFTY 25900 PE 10 FEB 26
2026-02-10 09:20:00+05:30,31.35,-4.5,51.42,-25.52,-6.65,0.2529,25915.55,NIFTY 25950 CE 10 FEB 26
2026-02-10 09:20:00+05:30,66.8,0.45000000000000284,19.71,22.09,-1.55,0.0674,25915.55,NIFTY 25950 PE 10 FEB 26
2026-02-10 09:20:00+05:30,16.95,-3.5,11.67,-25.69,-6.38,0.1116,25915.55,NIFTY 26000 CE 10 FEB 26
2026-02-10 09:20:00+05:30,102.7,1.8500000000000085,16.51,19.52,0.7,0.084,25915.55,NIFTY 26000 PE 10 FEB 26
